squeezing_db,pZ_proxy,loss_base,pE_data,pE_anc,distance,trials,success_prob_within_cap,erasure_rate,avg_rounds_given_success,avg_fidelity_injected_given_success,avg_fidelity_logical_given_success,p_phys_eff
16.0,0.0002218718229889759,0.01,0.010013312309379338,0.015019968464069007,5.0,5000.0,0.9704,0.0296,1.1941467436108821,0.7949046350117701,0.7947257354122649,0.0010665615468966928
16.0,0.0002218718229889759,0.01,0.010013312309379338,0.015019968464069007,7.0,5000.0,0.9704,0.0296,1.1737427864798022,0.7949046350117701,0.7948855542684113,0.0010665615468966928
8.0,0.003648603757513078,0.015,0.015328374338176177,0.022992561507264263,1.0,5000.0,0.957,0.043,1.174921630094044,0.7959900699140502,0.764991309199223,0.0020945811272539234
8.0,0.003648603757513078,0.015,0.015328374338176177,0.022992561507264263,3.0,5000.0,0.9534,0.0466,1.1856513530522341,0.7959900699140502,0.7894971279978963,0.0020945811272539234
8.0,0.003648603757513078,0.015,0.015328374338176177,0.022992561507264263,5.0,5000.0,0.9534,0.0466,1.1640444724145165,0.7959900699140502,0.7946300705542573,0.0020945811272539234
8.0,0.003648603757513078,0.015,0.015328374338176177,0.022992561507264263,7.0,5000.0,0.9566,0.0434,1.1804306920342882,0.7959900699140503,0.7957052070148399,0.0020945811272539234
8.5,0.003062846040249265,0.015,0.015275656143622434,0.02291348421543365,1.0,5000.0,0.9554,0.0446,1.1894494452585305,0.7958050573225784,0.7674247242288573,0.0019188538120747795
8.5,0.003062846040249265,0.015,0.015275656143622434,0.02291348421543365,3.0,5000.0,0.9516,0.0484,1.1740226986128626,0.7958050573225784,0.7903592862880945,0.0019188538120747795
8.5,0.003062846040249265,0.015,0.015275656143622434,0.02291348421543365,5.0,5000.0,0.954,0.046,1.1754716981132076,0.7958050573225784,0.7947600934716581,0.0019188538120747795
8.5,0.003062846040249265,0.015,0.015275656143622434,0.02291348421543365,7.0,5000.0,0.9538,0.0462,1.1633466135458168,0.7958050573225784,0.7956045440356966,0.0019188538120747795
9.0,0.002571127612022411,0.015,0.015231401485082017,0.022847102227623026,1.0,5000.0,0.9572,0.0428,1.183660676974509,0.7956495787300862,0.7694648078632464,0.0017713382836067233
9.0,0.002571127612022411,0.015,0.015231401485082017,0.022847102227623026,3.0,5000.0,0.951,0.049,1.1785488958990535,0.7956495787300862,0.7910113700216961,0.0017713382836067233
9.0,0.002571127612022411,0.015,0.015231401485082017,0.022847102227623026,5.0,5000.0,0.9556,0.0444,1.1837588949351192,0.7956495787300862,0.7948279950648335,0.0017713382836067233
9.0,0.002571127612022411,0.015,0.015231401485082017,0.022847102227623026,7.0,5000.0,0.9594,0.0406,1.1830310610798416,0.7956495787300862,0.7955040484701413,0.0017713382836067233
9.5,0.00215835112520578,0.015,0.01519425160126852,0.02279137740190278,1.0,5000.0,0.9562,0.0438,1.1890817820539636,0.7955189424126646,0.7711754906638912,0.0016475053375617338
9.5,0.00215835112520578,0.015,0.01519425160126852,0.02279137740190278,3.0,5000.0,0.9574,0.0426,1.1706705661165657,0.7955189424126646,0.7915083457435865,0.0016475053375617338
9.5,0.00215835112520578,0.015,0.01519425160126852,0.02279137740190278,5.0,5000.0,0.9594,0.0406,1.1749009797790286,0.7955189424126646,0.7948581944707531,0.0016475053375617338
9.5,0.00215835112520578,0.015,0.01519425160126852,0.02279137740190278,7.0,5000.0,0.9548,0.0452,1.1786761625471303,0.7955189424126646,0.7954100838365563,0.0016475053375617338
10.0,0.00181184300533911,0.015,0.015163065870480517,0.022744598805720776,1.0,5000.0,0.955,0.045,1.1727748691099475,0.7954091951772985,0.772610209158511,0.001543552901601733
10.0,0.00181184300533911,0.015,0.015163065870480517,0.022744598805720776,3.0,5000.0,0.9528,0.0472,1.1735936188077245,0.7954091951772986,0.7918900510750106,0.001543552901601733
10.0,0.00181184300533911,0.015,0.015163065870480517,0.022744598805720776,5.0,5000.0,0.953,0.047,1.1735571878279119,0.7954091951772985,0.7948659966682744,0.001543552901601733
10.0,0.00181184300533911,0.015,0.015163065870480517,0.022744598805720776,7.0,5000.0,0.9582,0.0418,1.184721352536005,0.7954091951772985,0.7953253496138233,0.001543552901601733
10.5,0.0015209643313634966,0.015,0.015136886789822715,0.02270533018473407,1.0,5000.0,0.9536,0.0464,1.1726090604026846,0.79531700813477,0.7738136581907621,0.001456289299409049
10.5,0.0015209643313634966,0.015,0.015136886789822715,0.02270533018473407,3.0,5000.0,0.9542,0.0458,1.1618109411024942,0.79531700813477,0.7921854982922792,0.001456289299409049
10.5,0.0015209643313634966,0.015,0.015136886789822715,0.02270533018473407,5.0,5000.0,0.9524,0.0476,1.1759764804703905,0.7953170081347701,0.7948609697073086,0.001456289299409049
10.5,0.0015209643313634966,0.015,0.015136886789822715,0.02270533018473407,7.0,5000.0,0.9546,0.0454,1.1808087156924367,0.79531700813477,0.795250595746567,0.001456289299409049
11.0,0.0012767841863026304,0.015,0.015114910576767235,0.022672365865150854,1.0,5000.0,0.9574,0.0426,1.168790474200961,0.7952395795296051,0.7748232421584139,0.0013830352558907892
11.0,0.0012767841863026304,0.015,0.015114910576767235,0.022672365865150854,3.0,5000.0,0.958,0.042,1.1774530271398747,0.7952395795296051,0.7924159280915531,0.0013830352558907892
11.0,0.0012767841863026304,0.015,0.015114910576767235,0.022672365865150854,5.0,5000.0,0.9556,0.0444,1.182084554206781,0.7952395795296051,0.7948490585806879,0.0013830352558907892
11.0,0.0012767841863026304,0.015,0.015114910576767235,0.022672365865150854,7.0,5000.0,0.953,0.047,1.1729275970619097,0.7952395795296051,0.7951855691055532,0.0013830352558907892
11.5,0.0010718054491988432,0.015,0.015096462490427894,0.02264469373564184,1.0,5000.0,0.955,0.045,1.1786387434554975,0.79517455226706,0.7756702792499368,0.001321541634759653
11.5,0.0010718054491988432,0.015,0.015096462490427894,0.02264469373564184,3.0,5000.0,0.9562,0.0438,1.1702572683539008,0.7951745522670599,0.7925969813822754,0.001321541634759653
11.5,0.0010718054491988432,0.015,0.015096462490427894,0.02264469373564184,5.0,5000.0,0.958,0.042,1.1747390396659707,0.79517455226706,0.7948339155429814,0.001321541634759653
11.5,0.0010718054491988432,0.015,0.015096462490427894,0.02264469373564184,7.0,5000.0,0.9562,0.0438,1.183852750470613,0.7951745522670599,0.7951295357057403,0.001321541634759653
12.0,0.000899734609228663,0.015,0.015080976114830578,0.022621464172245868,1.0,5000.0,0.953,0.047,1.175865687303253,0.795119944044294,0.776381002429125,0.0012699203827685988
12.0,0.000899734609228663,0.015,0.015080976114830578,0.022621464172245868,3.0,5000.0,0.9576,0.0424,1.1808688387635755,0.795119944044294,0.7927402476534325,0.0012699203827685988
12.0,0.000899734609228663,0.015,0.015080976114830578,0.022621464172245868,5.0,5000.0,0.959,0.041,1.1764337851929092,0.7951199440442939,0.7948177415491385,0.0012699203827685988
12.0,0.000899734609228663,0.015,0.015080976114830578,0.022621464172245868,7.0,5000.0,0.9564,0.0436,1.1750313676286073,0.7951199440442939,0.7950815667334618,0.0012699203827685988
12.5,0.0007552885345460398,0.015,0.015067975968109144,0.02260196395216372,1.0,5000.0,0.9594,0.0406,1.180737961225766,0.7950740882501055,0.776977392702146,0.001226586560363812
12.5,0.0007552885345460398,0.015,0.015067975968109144,0.02260196395216372,3.0,5000.0,0.9544,0.0456,1.1668063704945515,0.7950740882501054,0.7928543718954931,0.001226586560363812
12.5,0.0007552885345460398,0.015,0.015067975968109144,0.02260196395216372,5.0,5000.0,0.9592,0.0408,1.1743119266055047,0.7950740882501054,0.7948018208252667,0.001226586560363812
12.5,0.0007552885345460398,0.015,0.015067975968109144,0.02260196395216372,7.0,5000.0,0.9498,0.0502,1.1869867340492735,0.7950740882501054,0.7950406922936921,0.001226586560363812
13.0,0.0006340322630311592,0.015,0.015057062903672805,0.022585594355509206,1.0,5000.0,0.9554,0.0446,1.1735398785848858,0.7950355840368379,0.777477873649672,0.0011902096789093478
13.0,0.0006340322630311592,0.015,0.015057062903672805,0.022585594355509206,3.0,5000.0,0.9566,0.0434,1.177712732594606,0.7950355840368379,0.792945848352609,0.0011902096789093478
13.0,0.0006340322630311592,0.015,0.015057062903672805,0.022585594355509206,5.0,5000.0,0.9554,0.0446,1.1863093992045217,0.7950355840368379,0.7947868616730648,0.0011902096789093478
13.0,0.0006340322630311592,0.015,0.015057062903672805,0.022585594355509206,7.0,5000.0,0.9532,0.0468,1.1800251783466218,0.7950355840368378,0.7950059808603656,0.0011902096789093478
13.5,0.0005322428345956954,0.015,0.015047901855113613,0.022571852782670418,1.0,5000.0,0.9526,0.0474,1.1717404996850724,0.7950032541852269,0.7778978909526281,0.0011596728503787087
13.5,0.0005322428345956954,0.015,0.015047901855113613,0.022571852782670418,3.0,5000.0,0.9552,0.0448,1.164572864321608,0.7950032541852269,0.7930195916515556,0.0011596728503787087
13.5,0.0005322428345956954,0.015,0.015047901855113613,0.022571852782670418,5.0,5000.0,0.956,0.044,1.1794979079497907,0.7950032541852269,0.7947732142267655,0.0011596728503787087
13.5,0.0005322428345956954,0.015,0.015047901855113613,0.022571852782670418,7.0,5000.0,0.9574,0.0426,1.1754752454564446,0.7950032541852269,0.7949765770757936,0.0011596728503787087
14.0,0.00044679498425546064,0.015,0.01504021154858299,0.022560317322874484,1.0,5000.0,0.957,0.043,1.1671891327063741,0.7949761095768482,0.7782503964044939,0.0011340384952766383
14.0,0.00044679498425546064,0.015,0.01504021154858299,0.022560317322874484,3.0,5000.0,0.9564,0.0436,1.176913425345044,0.7949761095768482,0.7930793493170081,0.0011340384952766383
14.0,0.00044679498425546064,0.015,0.01504021154858299,0.022560317322874484,5.0,5000.0,0.9602,0.0398,1.1753801291397625,0.7949761095768482,0.7947610096617514,0.0011340384952766383
14.0,0.00044679498425546064,0.015,0.01504021154858299,0.022560317322874484,7.0,5000.0,0.9566,0.0434,1.1722768137152415,0.7949761095768482,0.7949517164184435,0.0011340384952766383
14.5,0.000375065186377714,0.015,0.015033755866773994,0.02255063380016099,1.0,5000.0,0.9608,0.0392,1.180474604496253,0.7949533192596939,0.7785462524717967,0.0011125195559133143
14.5,0.000375065186377714,0.015,0.015033755866773994,0.02255063380016099,3.0,5000.0,0.9606,0.0394,1.1909223402040392,0.7949533192596938,0.7931280009940228,0.0011125195559133143
14.5,0.000375065186377714,0.015,0.015033755866773994,0.02255063380016099,5.0,5000.0,0.9554,0.0446,1.1783546158676994,0.7949533192596939,0.7947502490330615,0.0011125195559133143
14.5,0.000375065186377714,0.015,0.015033755866773994,0.02255063380016099,7.0,5000.0,0.9524,0.0476,1.1751364972700546,0.7949533192596939,0.7949307272998586,0.0011125195559133143
15.0,0.00031485110395088306,0.015,0.015028336599355577,0.022542504899033367,1.0,5000.0,0.954,0.046,1.1748427672955974,0.7949341852415938,0.7787945706722715,0.001094455331185265
15.0,0.00031485110395088306,0.015,0.015028336599355577,0.022542504899033367,3.0,5000.0,0.9588,0.0412,1.1725073007926574,0.7949341852415938,0.7931677765207265,0.001094455331185265
15.0,0.00031485110395088306,0.015,0.015028336599355577,0.022542504899033367,5.0,5000.0,0.9562,0.0438,1.1692114620372307,0.7949341852415938,0.7947408596974331,0.001094455331185265
15.0,0.00031485110395088306,0.015,0.015028336599355577,0.022542504899033367,7.0,5000.0,0.9558,0.0442,1.1810002092487968,0.7949341852415938,0.7949130266243475,0.001094455331185265
15.5,0.0002643039697085044,0.015,0.015023787357273766,0.022535681035910648,1.0,5000.0,0.9508,0.0492,1.1693310896087505,0.7949181212754687,0.7790029947588141,0.0010792911909125514
15.5,0.0002643039697085044,0.015,0.015023787357273766,0.022535681035910648,3.0,5000.0,0.9586,0.0414,1.1760901314416858,0.7949181212754687,0.7932004156903004,0.0010792911909125514
15.5,0.0002643039697085044,0.015,0.015023787357273766,0.022535681035910648,5.0,5000.0,0.9572,0.0428,1.184705390722942,0.7949181212754687,0.7947327308248031,0.0010792911909125514
15.5,0.0002643039697085044,0.015,0.015023787357273766,0.022535681035910648,7.0,5000.0,0.9602,0.0398,1.1745469693813788,0.7949181212754687,0.7948981122474404,0.0010792911909125514
16.0,0.0002218718229889759,0.015,0.015019968464069007,0.02252995269610351,1.0,5000.0,0.956,0.044,1.1757322175732217,0.79490463501177,0.779177937826512,0.0010665615468966928
16.0,0.0002218718229889759,0.015,0.015019968464069007,0.02252995269610351,3.0,5000.0,0.9568,0.0432,1.1787207357859533,0.7949046350117701,0.7932272859640215,0.0010665615468966928
16.0,0.0002218718229889759,0.015,0.015019968464069007,0.02252995269610351,5.0,5000.0,0.9532,0.0468,1.1863197650020982,0.79490463501177,0.794725735412265,0.0010665615468966928
16.0,0.0002218718229889759,0.015,0.015019968464069007,0.02252995269610351,7.0,5000.0,0.9594,0.0406,1.1805294976026683,0.79490463501177,0.7948855542684112,0.0010665615468966928
8.0,0.003648603757513078,0.02,0.02043783245090157,0.030656748676352354,1.0,5000.0,0.939,0.061,1.1908413205537807,0.7959900699140503,0.7649913091992231,0.0020945811272539234
8.0,0.003648603757513078,0.02,0.02043783245090157,0.030656748676352354,3.0,5000.0,0.9412,0.0588,1.1833829154271143,0.7959900699140502,0.7894971279978964,0.0020945811272539234
8.0,0.003648603757513078,0.02,0.02043783245090157,0.030656748676352354,5.0,5000.0,0.9426,0.0574,1.18438361977509,0.7959900699140502,0.7946300705542573,0.0020945811272539234
8.0,0.003648603757513078,0.02,0.02043783245090157,0.030656748676352354,7.0,5000.0,0.9426,0.0574,1.1956291109696584,0.7959900699140502,0.7957052070148399,0.0020945811272539234
8.5,0.003062846040249265,0.02,0.020367541524829915,0.030551312287244867,1.0,5000.0,0.945,0.055,1.1688888888888889,0.7958050573225784,0.7674247242288573,0.0019188538120747795
8.5,0.003062846040249265,0.02,0.020367541524829915,0.030551312287244867,3.0,5000.0,0.944,0.056,1.1832627118644068,0.7958050573225784,0.7903592862880945,0.0019188538120747795
8.5,0.003062846040249265,0.02,0.020367541524829915,0.030551312287244867,5.0,5000.0,0.9466,0.0534,1.1743080498626663,0.7958050573225784,0.794760093471658,0.0019188538120747795
8.5,0.003062846040249265,0.02,0.020367541524829915,0.030551312287244867,7.0,5000.0,0.9436,0.0564,1.1723187791437049,0.7958050573225784,0.7956045440356966,0.0019188538120747795
9.0,0.002571127612022411,0.02,0.02030853531344269,0.030462802970164033,1.0,5000.0,0.9406,0.0594,1.1692536678715713,0.7956495787300861,0.7694648078632466,0.0017713382836067233
9.0,0.002571127612022411,0.02,0.02030853531344269,0.030462802970164033,3.0,5000.0,0.9392,0.0608,1.1752555366269166,0.7956495787300861,0.791011370021696,0.0017713382836067233
9.0,0.002571127612022411,0.02,0.02030853531344269,0.030462802970164033,5.0,5000.0,0.9418,0.0582,1.183053726905925,0.7956495787300861,0.7948279950648335,0.0017713382836067233
9.0,0.002571127612022411,0.02,0.02030853531344269,0.030462802970164033,7.0,5000.0,0.9464,0.0536,1.1901944209636517,0.7956495787300862,0.7955040484701414,0.0017713382836067233
9.5,0.00215835112520578,0.02,0.020259002135024694,0.03038850320253704,1.0,5000.0,0.9386,0.0614,1.1668442360963136,0.7955189424126647,0.7711754906638912,0.0016475053375617338
9.5,0.00215835112520578,0.02,0.020259002135024694,0.03038850320253704,3.0,5000.0,0.9412,0.0588,1.1795580110497237,0.7955189424126646,0.7915083457435866,0.0016475053375617338
9.5,0.00215835112520578,0.02,0.020259002135024694,0.03038850320253704,5.0,5000.0,0.9412,0.0588,1.1799830004249894,0.7955189424126646,0.794858194470753,0.0016475053375617338
9.5,0.00215835112520578,0.02,0.020259002135024694,0.03038850320253704,7.0,5000.0,0.9424,0.0576,1.1899405772495755,0.7955189424126647,0.7954100838365563,0.0016475053375617338
10.0,0.00181184300533911,0.02,0.02021742116064069,0.030326131740961035,1.0,5000.0,0.9388,0.0612,1.176182360460162,0.7954091951772985,0.7726102091585111,0.001543552901601733
10.0,0.00181184300533911,0.02,0.02021742116064069,0.030326131740961035,3.0,5000.0,0.9424,0.0576,1.1791171477079796,0.7954091951772986,0.7918900510750105,0.001543552901601733
10.0,0.00181184300533911,0.02,0.02021742116064069,0.030326131740961035,5.0,5000.0,0.9416,0.0584,1.1801189464740867,0.7954091951772985,0.7948659966682744,0.001543552901601733
10.0,0.00181184300533911,0.02,0.02021742116064069,0.030326131740961035,7.0,5000.0,0.9446,0.0554,1.1833580351471522,0.7954091951772985,0.7953253496138233,0.001543552901601733
10.5,0.0015209643313634966,0.02,0.020182515719763622,0.03027377357964543,1.0,5000.0,0.9456,0.0544,1.1808375634517767,0.79531700813477,0.7738136581907621,0.001456289299409049
10.5,0.0015209643313634966,0.02,0.020182515719763622,0.03027377357964543,3.0,5000.0,0.9378,0.0622,1.18127532522926,0.79531700813477,0.7921854982922794,0.001456289299409049
10.5,0.0015209643313634966,0.02,0.020182515719763622,0.03027377357964543,5.0,5000.0,0.9396,0.0604,1.176458067262665,0.79531700813477,0.7948609697073085,0.001456289299409049
10.5,0.0015209643313634966,0.02,0.020182515719763622,0.03027377357964543,7.0,5000.0,0.9416,0.0584,1.177357689039932,0.79531700813477,0.7952505957465671,0.001456289299409049
11.0,0.0012767841863026304,0.02,0.020153214102356314,0.03022982115353447,1.0,5000.0,0.9464,0.0536,1.1794167371090447,0.7952395795296051,0.7748232421584139,0.0013830352558907892
11.0,0.0012767841863026304,0.02,0.020153214102356314,0.03022982115353447,3.0,5000.0,0.9446,0.0554,1.1846284141435528,0.7952395795296051,0.7924159280915531,0.0013830352558907892
11.0,0.0012767841863026304,0.02,0.020153214102356314,0.03022982115353447,5.0,5000.0,0.9394,0.0606,1.1854375133063657,0.7952395795296051,0.7948490585806879,0.0013830352558907892
11.0,0.0012767841863026304,0.02,0.020153214102356314,0.03022982115353447,7.0,5000.0,0.9434,0.0566,1.1702353190587238,0.7952395795296051,0.7951855691055532,0.0013830352558907892
11.5,0.0010718054491988432,0.02,0.02012861665390386,0.03019292498085579,1.0,5000.0,0.9402,0.0598,1.1667730270155285,0.79517455226706,0.7756702792499369,0.001321541634759653
11.5,0.0010718054491988432,0.02,0.02012861665390386,0.03019292498085579,3.0,5000.0,0.9428,0.0572,1.1726771319473908,0.7951745522670601,0.7925969813822754,0.001321541634759653
11.5,0.0010718054491988432,0.02,0.02012861665390386,0.03019292498085579,5.0,5000.0,0.9404,0.0596,1.1726924712888134,0.79517455226706,0.7948339155429814,0.001321541634759653
11.5,0.0010718054491988432,0.02,0.02012861665390386,0.03019292498085579,7.0,5000.0,0.9316,0.0684,1.1747531129240016,0.79517455226706,0.7951295357057403,0.001321541634759653
12.0,0.000899734609228663,0.02,0.02010796815310744,0.030161952229661157,1.0,5000.0,0.9432,0.0568,1.1776929601357082,0.7951199440442939,0.7763810024291251,0.0012699203827685988
12.0,0.000899734609228663,0.02,0.02010796815310744,0.030161952229661157,3.0,5000.0,0.941,0.059,1.1742826780021254,0.795119944044294,0.7927402476534327,0.0012699203827685988
12.0,0.000899734609228663,0.02,0.02010796815310744,0.030161952229661157,5.0,5000.0,0.9394,0.0606,1.1730892058760911,0.795119944044294,0.7948177415491385,0.0012699203827685988
12.0,0.000899734609228663,0.02,0.02010796815310744,0.030161952229661157,7.0,5000.0,0.9448,0.0552,1.1790855207451312,0.795119944044294,0.7950815667334618,0.0012699203827685988
12.5,0.0007552885345460398,0.02,0.020090634624145527,0.030135951936218288,1.0,5000.0,0.94,0.06,1.1772340425531915,0.7950740882501055,0.776977392702146,0.001226586560363812
12.5,0.0007552885345460398,0.02,0.020090634624145527,0.030135951936218288,3.0,5000.0,0.942,0.058,1.18067940552017,0.7950740882501055,0.7928543718954932,0.001226586560363812
12.5,0.0007552885345460398,0.02,0.020090634624145527,0.030135951936218288,5.0,5000.0,0.9426,0.0574,1.173138128580522,0.7950740882501055,0.7948018208252667,0.001226586560363812
12.5,0.0007552885345460398,0.02,0.020090634624145527,0.030135951936218288,7.0,5000.0,0.943,0.057,1.1722163308589608,0.7950740882501055,0.7950406922936921,0.001226586560363812
13.0,0.0006340322630311592,0.02,0.02007608387156374,0.03011412580734561,1.0,5000.0,0.9448,0.0552,1.1672311600338696,0.7950355840368379,0.777477873649672,0.0011902096789093478
13.0,0.0006340322630311592,0.02,0.02007608387156374,0.03011412580734561,3.0,5000.0,0.9398,0.0602,1.1700361779101938,0.7950355840368378,0.7929458483526088,0.0011902096789093478
13.0,0.0006340322630311592,0.02,0.02007608387156374,0.03011412580734561,5.0,5000.0,0.9444,0.0556,1.1891147818720882,0.7950355840368379,0.7947868616730647,0.0011902096789093478
13.0,0.0006340322630311592,0.02,0.02007608387156374,0.03011412580734561,7.0,5000.0,0.941,0.059,1.1742826780021254,0.7950355840368378,0.7950059808603656,0.0011902096789093478
13.5,0.0005322428345956954,0.02,0.020063869140151486,0.030095803710227225,1.0,5000.0,0.9372,0.0628,1.16880068288519,0.7950032541852269,0.7778978909526281,0.0011596728503787087
13.5,0.0005322428345956954,0.02,0.020063869140151486,0.030095803710227225,3.0,5000.0,0.9422,0.0578,1.1821269369560603,0.7950032541852269,0.7930195916515554,0.0011596728503787087
13.5,0.0005322428345956954,0.02,0.020063869140151486,0.030095803710227225,5.0,5000.0,0.944,0.056,1.182415254237288,0.7950032541852269,0.7947732142267655,0.0011596728503787087
13.5,0.0005322428345956954,0.02,0.020063869140151486,0.030095803710227225,7.0,5000.0,0.9364,0.0636,1.1751388295600171,0.7950032541852269,0.7949765770757936,0.0011596728503787087
14.0,0.00044679498425546064,0.02,0.020053615398110652,0.03008042309716598,1.0,5000.0,0.9448,0.0552,1.1663844199830653,0.7949761095768483,0.778250396404494,0.0011340384952766383
14.0,0.00044679498425546064,0.02,0.020053615398110652,0.03008042309716598,3.0,5000.0,0.9428,0.0572,1.170343657191345,0.7949761095768483,0.7930793493170079,0.0011340384952766383
14.0,0.00044679498425546064,0.02,0.020053615398110652,0.03008042309716598,5.0,5000.0,0.9418,0.0582,1.1749840730516032,0.7949761095768483,0.7947610096617516,0.0011340384952766383
14.0,0.00044679498425546064,0.02,0.020053615398110652,0.03008042309716598,7.0,5000.0,0.9394,0.0606,1.17479242069406,0.7949761095768484,0.7949517164184435,0.0011340384952766383
14.5,0.000375065186377714,0.02,0.020045007822365325,0.030067511733547988,1.0,5000.0,0.9424,0.0576,1.1733870967741935,0.7949533192596939,0.7785462524717967,0.0011125195559133143
14.5,0.000375065186377714,0.02,0.020045007822365325,0.030067511733547988,3.0,5000.0,0.948,0.052,1.168565400843882,0.7949533192596939,0.7931280009940228,0.0011125195559133143
14.5,0.000375065186377714,0.02,0.020045007822365325,0.030067511733547988,5.0,5000.0,0.9454,0.0546,1.1785487624286017,0.794953319259694,0.7947502490330615,0.0011125195559133143
14.5,0.000375065186377714,0.02,0.020045007822365325,0.030067511733547988,7.0,5000.0,0.9458,0.0542,1.1742440262211884,0.7949533192596939,0.7949307272998586,0.0011125195559133143
15.0,0.00031485110395088306,0.02,0.020037782132474105,0.030056673198711154,1.0,5000.0,0.9458,0.0542,1.1917953055614294,0.7949341852415936,0.7787945706722715,0.001094455331185265
15.0,0.00031485110395088306,0.02,0.020037782132474105,0.030056673198711154,3.0,5000.0,0.9414,0.0586,1.185043552156363,0.7949341852415936,0.7931677765207265,0.001094455331185265
15.0,0.00031485110395088306,0.02,0.020037782132474105,0.030056673198711154,5.0,5000.0,0.9446,0.0554,1.1649375396993435,0.7949341852415938,0.7947408596974331,0.001094455331185265
15.0,0.00031485110395088306,0.02,0.020037782132474105,0.030056673198711154,7.0,5000.0,0.9416,0.0584,1.1790569243840272,0.7949341852415936,0.7949130266243474,0.001094455331185265
15.5,0.0002643039697085044,0.02,0.020031716476365022,0.030047574714547533,1.0,5000.0,0.9446,0.0554,1.1803938174888842,0.7949181212754687,0.7790029947588142,0.0010792911909125514
15.5,0.0002643039697085044,0.02,0.020031716476365022,0.030047574714547533,3.0,5000.0,0.9442,0.0558,1.1696674433382759,0.7949181212754687,0.7932004156903003,0.0010792911909125514
15.5,0.0002643039697085044,0.02,0.020031716476365022,0.030047574714547533,5.0,5000.0,0.9436,0.0564,1.1774056803730395,0.7949181212754687,0.7947327308248031,0.0010792911909125514
15.5,0.0002643039697085044,0.02,0.020031716476365022,0.030047574714547533,7.0,5000.0,0.9482,0.0518,1.1689516979540182,0.7949181212754687,0.7948981122474406,0.0010792911909125514
16.0,0.0002218718229889759,0.02,0.020026624618758676,0.030039936928138014,1.0,5000.0,0.941,0.059,1.1744952178533474,0.79490463501177,0.779177937826512,0.0010665615468966928
16.0,0.0002218718229889759,0.02,0.020026624618758676,0.030039936928138014,3.0,5000.0,0.9388,0.0612,1.181934384320409,0.7949046350117701,0.7932272859640214,0.0010665615468966928
